day,tf,side,entry_ts,exit_ts,entry,exit,stop,target,babies,mother_rng,mother_ts,mother_high,mother_low,baby_ts_first,baby_ts_last,gross_pts,net_pts,reason,win
2025-09-03,15m,LONG,2025-09-03 14:00:00,2025-09-03 15:15:00,24758.9,24805.7,24701.2,24805.7,3,46.8,2025-09-03 13:00:00,24748.0,24701.2,2025-09-03 13:15:00,2025-09-03 13:45:00,46.8,26.8,TARGET,1
2025-09-04,15m,SHORT,2025-09-04 10:15:00,2025-09-04 12:30:00,24935.8,24878.8,25034.0,24878.8,1,57.0,2025-09-04 09:45:00,25034.0,24977.0,2025-09-04 10:00:00,2025-09-04 10:00:00,57.0,37.0,TARGET,1
2025-09-04,15m,SHORT,2025-09-04 15:15:00,2025-09-04 15:30:00,24815.0,24836.0,24878.9,24766.1,2,48.9,2025-09-04 14:30:00,24878.9,24830.0,2025-09-04 14:45:00,2025-09-04 15:00:00,-21.0,-41.0,EOD,0
2025-09-05,15m,SHORT,2025-09-05 12:00:00,2025-09-05 13:45:00,24755.0,24810.0,24810.0,24706.0,3,49.0,2025-09-05 11:00:00,24810.0,24761.0,2025-09-05 11:15:00,2025-09-05 11:45:00,-55.0,-75.0,STOP,0
2025-09-05,15m,SHORT,2025-09-05 14:45:00,2025-09-05 15:30:00,24832.8,24849.6,24899.0,24776.8,1,56.0,2025-09-05 14:15:00,24899.0,24843.0,2025-09-05 14:30:00,2025-09-05 14:30:00,-16.8,-36.8,EOD,0
2025-09-12,15m,LONG,2025-09-12 10:15:00,2025-09-12 11:30:00,25168.6,25196.6,25132.0,25196.6,2,28.0,2025-09-12 09:30:00,25160.0,25132.0,2025-09-12 09:45:00,2025-09-12 10:00:00,28.0,8.0,TARGET,1
2025-09-15,15m,SHORT,2025-09-15 13:45:00,2025-09-15 15:30:00,25165.0,25169.0,25194.7,25135.5,6,29.5,2025-09-15 12:00:00,25194.7,25165.2,2025-09-15 12:15:00,2025-09-15 13:30:00,-4.0,-24.0,EOD,0
2025-09-16,15m,LONG,2025-09-16 15:15:00,2025-09-16 15:30:00,25328.0,25352.0,25295.0,25352.0,1,24.0,2025-09-16 14:45:00,25319.0,25295.0,2025-09-16 15:00:00,2025-09-16 15:00:00,24.0,4.0,TARGET,1
2025-09-17,15m,LONG,2025-09-17 11:00:00,2025-09-17 15:30:00,25432.1,25422.0,25384.0,25472.9,4,40.8,2025-09-17 09:45:00,25424.8,25384.0,2025-09-17 10:00:00,2025-09-17 10:45:00,-10.1,-30.1,EOD,0
2025-09-22,15m,SHORT,2025-09-22 14:30:00,2025-09-22 14:45:00,25320.4,25290.3,25365.1,25290.3,1,30.1,2025-09-22 14:00:00,25365.1,25335.0,2025-09-22 14:15:00,2025-09-22 14:15:00,30.1,10.1,TARGET,1
2025-09-23,15m,SHORT,2025-09-23 11:15:00,2025-09-23 12:15:00,25167.0,25215.0,25215.0,25125.8,2,41.2,2025-09-23 10:30:00,25215.0,25173.8,2025-09-23 10:45:00,2025-09-23 11:00:00,-48.0,-68.0,STOP,0
2025-09-23,15m,SHORT,2025-09-23 15:15:00,2025-09-23 15:30:00,25255.2,25252.0,25333.2,25179.4,3,75.8,2025-09-23 14:15:00,25333.2,25257.4,2025-09-23 14:30:00,2025-09-23 15:00:00,3.2,-16.8,EOD,0
2025-09-25,15m,SHORT,2025-09-25 11:45:00,2025-09-25 15:00:00,25035.0,24986.0,25089.0,24986.0,3,49.0,2025-09-25 10:45:00,25089.0,25040.0,2025-09-25 11:00:00,2025-09-25 11:30:00,49.0,29.0,TARGET,1
2025-09-26,15m,SHORT,2025-09-26 11:00:00,2025-09-26 13:30:00,24824.6,24789.0,24863.2,24789.0,1,35.6,2025-09-26 10:30:00,24863.2,24827.6,2025-09-26 10:45:00,2025-09-26 10:45:00,35.6,15.6,TARGET,1
2025-09-29,15m,SHORT,2025-09-29 11:30:00,2025-09-29 11:45:00,24765.0,24722.7,24820.0,24722.7,1,42.3,2025-09-29 11:00:00,24820.0,24777.7,2025-09-29 11:15:00,2025-09-29 11:15:00,42.3,22.3,TARGET,1
2025-09-29,15m,SHORT,2025-09-29 12:45:00,2025-09-29 13:15:00,24651.4,24725.2,24725.2,24607.5,1,43.9,2025-09-29 12:15:00,24725.2,24681.3,2025-09-29 12:30:00,2025-09-29 12:30:00,-73.8,-93.8,STOP,0
2025-09-30,15m,SHORT,2025-09-30 12:00:00,2025-09-30 12:45:00,24635.9,24698.0,24698.0,24577.5,1,58.4,2025-09-30 11:30:00,24698.0,24639.6,2025-09-30 11:45:00,2025-09-30 11:45:00,-62.1,-82.1,STOP,0
2025-10-03,15m,LONG,2025-10-03 10:00:00,2025-10-03 14:45:00,24947.4,24997.5,24879.8,24997.5,1,50.1,2025-10-03 09:30:00,24929.9,24879.8,2025-10-03 09:45:00,2025-10-03 09:45:00,50.1,30.1,TARGET,1
2025-10-07,15m,SHORT,2025-10-07 15:15:00,2025-10-07 15:30:00,25218.0,25229.0,25274.1,25169.5,1,48.5,2025-10-07 14:45:00,25274.1,25225.6,2025-10-07 15:00:00,2025-10-07 15:00:00,-11.0,-31.0,EOD,0
2025-10-13,15m,LONG,2025-10-13 12:00:00,2025-10-13 14:30:00,25274.8,25314.2,25230.6,25314.2,1,39.4,2025-10-13 11:30:00,25270.0,25230.6,2025-10-13 11:45:00,2025-10-13 11:45:00,39.4,19.4,TARGET,1
2025-10-14,15m,SHORT,2025-10-14 12:15:00,2025-10-14 14:45:00,25175.0,25238.0,25238.0,25118.0,2,57.0,2025-10-14 11:30:00,25238.0,25181.0,2025-10-14 11:45:00,2025-10-14 12:00:00,-63.0,-83.0,STOP,0
2025-10-15,15m,LONG,2025-10-15 15:30:00,2025-10-15 15:30:00,25435.0,25435.0,25398.0,25470.0,1,35.0,2025-10-15 15:00:00,25433.0,25398.0,2025-10-15 15:15:00,2025-10-15 15:15:00,0.0,-20.0,EOD,0
2025-10-16,15m,SHORT,2025-10-16 15:15:00,2025-10-16 15:30:00,25655.5,25648.4,25699.3,25621.2,1,34.3,2025-10-16 14:45:00,25699.3,25665.0,2025-10-16 15:00:00,2025-10-16 15:00:00,7.1,-12.9,EOD,0
2025-10-17,15m,SHORT,2025-10-17 13:45:00,2025-10-17 14:45:00,25685.1,25768.9,25768.9,25606.2,1,78.9,2025-10-17 13:15:00,25768.9,25690.0,2025-10-17 13:30:00,2025-10-17 13:30:00,-83.8,-103.8,STOP,0
2025-10-21,15m,SHORT,2025-10-21 14:30:00,2025-10-21 14:45:00,25907.0,25865.1,25958.9,25861.4,1,45.6,2025-10-21 14:00:00,25958.9,25913.3,2025-10-21 14:15:00,2025-10-21 14:15:00,41.9,21.9,EOD,1
2025-10-23,15m,SHORT,2025-10-23 15:15:00,2025-10-23 15:30:00,25960.7,25950.0,26079.0,25884.8,1,75.9,2025-10-23 14:45:00,26079.0,26003.1,2025-10-23 15:00:00,2025-10-23 15:00:00,10.7,-9.3,EOD,0
2025-10-24,15m,SHORT,2025-10-24 10:15:00,2025-10-24 10:30:00,25923.4,25861.7,25991.8,25861.7,1,61.7,2025-10-24 09:45:00,25991.8,25930.1,2025-10-24 10:00:00,2025-10-24 10:00:00,61.7,41.7,TARGET,1
2025-10-28,15m,LONG,2025-10-28 15:00:00,2025-10-28 15:30:00,25895.0,25934.9,25820.2,25956.2,1,61.2,2025-10-28 14:30:00,25881.4,25820.2,2025-10-28 14:45:00,2025-10-28 14:45:00,39.9,19.9,EOD,1
2025-10-31,15m,SHORT,2025-10-31 10:15:00,2025-10-31 10:45:00,26016.5,25970.5,26116.1,25970.5,1,46.0,2025-10-31 09:45:00,26116.1,26070.1,2025-10-31 10:00:00,2025-10-31 10:00:00,46.0,26.0,TARGET,1
2025-11-06,15m,SHORT,2025-11-06 13:45:00,2025-11-06 15:30:00,25656.6,25637.2,25729.9,25602.6,1,54.0,2025-11-06 13:15:00,25729.9,25675.9,2025-11-06 13:30:00,2025-11-06 13:30:00,19.4,-0.6,EOD,0
2025-11-11,15m,LONG,2025-11-11 14:30:00,2025-11-11 15:30:00,25807.3,25831.8,25742.1,25856.0,1,48.7,2025-11-11 14:00:00,25790.8,25742.1,2025-11-11 14:15:00,2025-11-11 14:15:00,24.5,4.5,EOD,1
2025-11-18,15m,SHORT,2025-11-18 14:45:00,2025-11-18 15:15:00,25999.9,25961.5,26041.2,25961.5,1,38.4,2025-11-18 14:15:00,26041.2,26002.8,2025-11-18 14:30:00,2025-11-18 14:30:00,38.4,18.4,TARGET,1
2025-11-24,15m,LONG,2025-11-24 10:15:00,2025-11-24 12:00:00,26145.3,26085.0,26085.0,26200.3,1,55.0,2025-11-24 09:45:00,26140.0,26085.0,2025-11-24 10:00:00,2025-11-24 10:00:00,-60.3,-80.3,STOP,0
2025-11-25,15m,LONG,2025-11-25 10:00:00,2025-11-25 11:00:00,26006.6,25939.2,25939.2,26069.4,2,62.8,2025-11-25 09:15:00,26002.0,25939.2,2025-11-25 09:30:00,2025-11-25 09:45:00,-67.4,-87.4,STOP,0
2025-11-27,15m,SHORT,2025-11-27 11:30:00,2025-11-27 12:00:00,26446.5,26410.9,26495.6,26410.9,1,35.6,2025-11-27 11:00:00,26495.6,26460.0,2025-11-27 11:15:00,2025-11-27 11:15:00,35.6,15.6,TARGET,1
2025-12-01,15m,SHORT,2025-12-01 10:00:00,2025-12-01 11:00:00,26442.8,26410.7,26480.0,26410.7,1,32.1,2025-12-01 09:30:00,26480.0,26447.9,2025-12-01 09:45:00,2025-12-01 09:45:00,32.1,12.1,TARGET,1
2025-12-01,15m,SHORT,2025-12-01 11:45:00,2025-12-01 12:15:00,26368.0,26336.0,26428.0,26336.0,1,32.0,2025-12-01 11:15:00,26428.0,26396.0,2025-12-01 11:30:00,2025-12-01 11:30:00,32.0,12.0,TARGET,1
2025-12-03,15m,SHORT,2025-12-03 10:15:00,2025-12-03 15:00:00,26076.4,26130.3,26130.3,26026.1,1,50.3,2025-12-03 09:45:00,26130.3,26080.0,2025-12-03 10:00:00,2025-12-03 10:00:00,-53.9,-73.9,STOP,0
2025-12-03,15m,LONG,2025-12-03 11:45:00,2025-12-03 15:00:00,26091.7,26124.8,26049.0,26124.8,3,33.1,2025-12-03 10:45:00,26082.1,26049.0,2025-12-03 11:00:00,2025-12-03 11:30:00,33.1,13.1,TARGET,1
2025-12-05,15m,LONG,2025-12-05 11:15:00,2025-12-05 15:30:00,26294.4,26335.0,26158.0,26422.9,2,128.5,2025-12-05 10:30:00,26286.5,26158.0,2025-12-05 10:45:00,2025-12-05 11:00:00,40.6,20.6,EOD,1
2025-12-18,15m,SHORT,2025-12-18 11:15:00,2025-12-18 11:30:00,25903.4,25944.0,25944.0,25864.4,1,39.0,2025-12-18 10:45:00,25944.0,25905.0,2025-12-18 11:00:00,2025-12-18 11:00:00,-40.6,-60.6,STOP,0
2025-12-18,15m,LONG,2025-12-18 12:00:00,2025-12-18 14:15:00,25945.0,25898.0,25898.0,25991.0,1,46.0,2025-12-18 11:30:00,25944.0,25898.0,2025-12-18 11:45:00,2025-12-18 11:45:00,-47.0,-67.0,STOP,0
2025-12-19,15m,LONG,2025-12-19 10:45:00,2025-12-19 11:45:00,26036.9,25969.0,25969.0,26101.9,4,65.0,2025-12-19 09:30:00,26034.0,25969.0,2025-12-19 09:45:00,2025-12-19 10:30:00,-67.9,-87.9,STOP,0
2025-12-22,15m,LONG,2025-12-22 10:00:00,2025-12-22 15:30:00,26192.9,26201.4,26153.1,26228.0,1,35.1,2025-12-22 09:30:00,26188.2,26153.1,2025-12-22 09:45:00,2025-12-22 09:45:00,8.5,-11.5,EOD,0
2025-12-23,15m,LONG,2025-12-23 11:15:00,2025-12-23 11:45:00,26222.9,26202.0,26202.0,26242.9,1,20.0,2025-12-23 10:45:00,26222.0,26202.0,2025-12-23 11:00:00,2025-12-23 11:00:00,-20.9,-40.9,STOP,0
2025-12-23,15m,SHORT,2025-12-23 15:15:00,2025-12-23 15:30:00,26206.0,26202.1,26249.0,26164.0,1,42.0,2025-12-23 14:45:00,26249.0,26207.0,2025-12-23 15:00:00,2025-12-23 15:00:00,3.9,-16.1,EOD,0
2025-12-31,15m,LONG,2025-12-31 10:30:00,2025-12-31 12:15:00,26190.5,26247.5,26130.2,26247.5,2,57.0,2025-12-31 09:45:00,26187.2,26130.2,2025-12-31 10:00:00,2025-12-31 10:15:00,57.0,37.0,TARGET,1
2026-01-01,15m,SHORT,2026-01-01 10:15:00,2026-01-01 15:30:00,26285.7,26291.0,26333.1,26242.6,2,43.1,2026-01-01 09:30:00,26333.1,26290.0,2026-01-01 09:45:00,2026-01-01 10:00:00,-5.3,-25.3,EOD,0
2026-01-07,15m,SHORT,2026-01-07 12:00:00,2026-01-07 15:30:00,26235.0,26237.9,26298.0,26177.0,6,58.0,2026-01-07 10:15:00,26298.0,26240.0,2026-01-07 10:30:00,2026-01-07 11:45:00,-2.9,-22.9,EOD,0
2026-01-08,15m,SHORT,2026-01-08 15:00:00,2026-01-08 15:30:00,26006.5,25966.6,26053.8,25966.6,1,39.9,2026-01-08 14:30:00,26053.8,26013.9,2026-01-08 14:45:00,2026-01-08 14:45:00,39.9,19.9,TARGET,1
2026-01-13,15m,LONG,2026-01-13 10:30:00,2026-01-13 12:45:00,25865.0,25759.0,25759.0,25954.0,1,89.0,2026-01-13 10:00:00,25848.0,25759.0,2026-01-13 10:15:00,2026-01-13 10:15:00,-106.0,-126.0,STOP,0
2026-01-13,15m,SHORT,2026-01-13 12:15:00,2026-01-13 13:00:00,25790.8,25707.9,25885.0,25707.9,5,82.9,2026-01-13 10:45:00,25885.0,25802.1,2026-01-13 11:00:00,2026-01-13 12:00:00,82.9,62.9,TARGET,1
2026-01-14,15m,SHORT,2026-01-14 13:30:00,2026-01-14 13:45:00,25766.0,25706.0,25850.0,25706.0,4,60.0,2026-01-14 12:15:00,25850.0,25790.0,2026-01-14 12:30:00,2026-01-14 13:15:00,60.0,40.0,TARGET,1
2026-01-20,15m,SHORT,2026-01-20 14:15:00,2026-01-20 15:00:00,25390.0,25332.1,25451.9,25332.1,1,57.9,2026-01-20 13:45:00,25451.9,25394.0,2026-01-20 14:00:00,2026-01-20 14:00:00,57.9,37.9,TARGET,1
2026-01-27,15m,SHORT,2026-01-27 13:45:00,2026-01-27 15:30:00,25051.1,25173.9,25188.0,24915.5,7,135.6,2026-01-27 11:45:00,25188.0,25052.4,2026-01-27 12:00:00,2026-01-27 13:30:00,-122.8,-142.8,EOD,0
2026-02-03,15m,SHORT,2026-02-03 09:45:00,2026-02-03 15:30:00,25785.3,25823.1,26256.2,25349.1,1,436.2,2026-02-03 09:15:00,26256.2,25820.0,2026-02-03 09:30:00,2026-02-03 09:30:00,-37.8,-57.8,EOD,0
2026-02-05,15m,LONG,2026-02-05 15:00:00,2026-02-05 15:30:00,25730.5,25720.0,25670.0,25789.2,2,58.7,2026-02-05 14:15:00,25728.7,25670.0,2026-02-05 14:30:00,2026-02-05 14:45:00,-10.5,-30.5,EOD,0
2026-02-12,15m,SHORT,2026-02-12 14:45:00,2026-02-12 15:00:00,25860.5,25828.0,25903.6,25828.0,2,32.5,2026-02-12 14:00:00,25903.6,25871.1,2026-02-12 14:15:00,2026-02-12 14:30:00,32.5,12.5,TARGET,1
2026-02-18,15m,LONG,2026-02-18 12:30:00,2026-02-18 14:15:00,25738.9,25781.9,25695.0,25781.9,2,43.0,2026-02-18 11:45:00,25738.0,25695.0,2026-02-18 12:00:00,2026-02-18 12:15:00,43.0,23.0,TARGET,1
2026-02-18,15m,LONG,2026-02-18 15:00:00,2026-02-18 15:30:00,25844.8,25827.0,25772.0,25902.7,1,57.9,2026-02-18 14:30:00,25829.9,25772.0,2026-02-18 14:45:00,2026-02-18 14:45:00,-17.8,-37.8,EOD,0
2026-02-20,15m,LONG,2026-02-20 14:15:00,2026-02-20 15:30:00,25624.7,25584.7,25540.0,25709.0,3,84.3,2026-02-20 13:15:00,25624.3,25540.0,2026-02-20 13:30:00,2026-02-20 14:00:00,-40.0,-60.0,EOD,0
2026-02-25,15m,LONG,2026-02-25 10:00:00,2026-02-25 12:45:00,25770.0,25690.0,25690.0,25840.0,1,70.0,2026-02-25 09:30:00,25760.0,25690.0,2026-02-25 09:45:00,2026-02-25 09:45:00,-80.0,-100.0,STOP,0
2026-02-26,15m,SHORT,2026-02-26 11:00:00,2026-02-26 11:30:00,25643.2,25715.0,25715.0,25588.2,1,55.0,2026-02-26 10:30:00,25715.0,25660.0,2026-02-26 10:45:00,2026-02-26 10:45:00,-71.8,-91.8,STOP,0
2026-02-27,15m,SHORT,2026-02-27 14:30:00,2026-02-27 15:15:00,25429.0,25372.2,25487.0,25372.2,1,56.8,2026-02-27 14:00:00,25487.0,25430.2,2026-02-27 14:15:00,2026-02-27 14:15:00,56.8,36.8,TARGET,1
2026-03-05,15m,SHORT,2026-03-05 10:30:00,2026-03-05 11:00:00,24657.3,24748.0,24748.0,24588.7,1,68.6,2026-03-05 10:00:00,24748.0,24679.4,2026-03-05 10:15:00,2026-03-05 10:15:00,-90.7,-110.7,STOP,0
2026-03-11,15m,SHORT,2026-03-11 13:15:00,2026-03-11 15:15:00,24007.3,23937.1,24110.9,23937.1,1,70.2,2026-03-11 12:45:00,24110.9,24040.7,2026-03-11 13:00:00,2026-03-11 13:00:00,70.2,50.2,TARGET,1
2026-03-16,15m,SHORT,2026-03-16 11:00:00,2026-03-16 11:30:00,23080.4,23208.8,23208.8,22964.6,1,115.8,2026-03-16 10:30:00,23208.8,23093.0,2026-03-16 10:45:00,2026-03-16 10:45:00,-128.4,-148.4,STOP,0
2026-03-17,15m,LONG,2026-03-17 14:15:00,2026-03-17 15:30:00,23625.6,23613.0,23525.0,23717.9,1,92.3,2026-03-17 13:45:00,23617.3,23525.0,2026-03-17 14:00:00,2026-03-17 14:00:00,-12.6,-32.6,EOD,0
2026-03-19,15m,LONG,2026-03-19 15:30:00,2026-03-19 15:30:00,23125.7,23125.7,22940.2,23300.3,1,174.6,2026-03-19 15:00:00,23114.8,22940.2,2026-03-19 15:15:00,2026-03-19 15:15:00,0.0,-20.0,EOD,0
2026-03-24,15m,LONG,2026-03-24 12:30:00,2026-03-24 12:45:00,22855.8,22945.3,22739.5,22945.3,1,89.5,2026-03-24 12:00:00,22829.0,22739.5,2026-03-24 12:15:00,2026-03-24 12:15:00,89.5,69.5,TARGET,1
2026-03-25,15m,LONG,2026-03-25 13:45:00,2026-03-25 14:30:00,23446.1,23355.0,23355.0,23536.1,2,90.0,2026-03-25 13:00:00,23445.0,23355.0,2026-03-25 13:15:00,2026-03-25 13:30:00,-91.1,-111.1,STOP,0
2026-03-27,15m,SHORT,2026-03-27 15:15:00,2026-03-27 15:30:00,22810.3,22801.7,22879.4,22748.9,1,61.4,2026-03-27 14:45:00,22879.4,22818.0,2026-03-27 15:00:00,2026-03-27 15:00:00,8.6,-11.4,EOD,0
2026-03-30,15m,SHORT,2026-03-30 10:15:00,2026-03-30 14:00:00,22564.3,22423.5,22709.9,22423.5,1,140.8,2026-03-30 09:45:00,22709.9,22569.1,2026-03-30 10:00:00,2026-03-30 10:00:00,140.8,120.8,TARGET,1
2026-04-01,15m,SHORT,2026-04-01 11:00:00,2026-04-01 12:15:00,22860.0,22985.0,22985.0,22743.7,1,116.3,2026-04-01 10:30:00,22985.0,22868.7,2026-04-01 10:45:00,2026-04-01 10:45:00,-125.0,-145.0,STOP,0
2026-04-01,15m,LONG,2026-04-01 13:00:00,2026-04-01 13:30:00,22990.0,22899.9,22899.9,23075.1,2,85.1,2026-04-01 12:15:00,22985.0,22899.9,2026-04-01 12:30:00,2026-04-01 12:45:00,-90.1,-110.1,STOP,0
2026-04-01,15m,SHORT,2026-04-01 14:45:00,2026-04-01 15:30:00,22774.0,22830.0,22871.0,22693.0,1,81.0,2026-04-01 14:15:00,22871.0,22790.0,2026-04-01 14:30:00,2026-04-01 14:30:00,-56.0,-76.0,EOD,0
2026-04-02,15m,LONG,2026-04-02 12:45:00,2026-04-02 13:30:00,22440.0,22513.5,22312.0,22513.5,2,73.5,2026-04-02 12:00:00,22385.5,22312.0,2026-04-02 12:15:00,2026-04-02 12:30:00,73.5,53.5,TARGET,1
2026-04-02,15m,LONG,2026-04-02 15:15:00,2026-04-02 15:30:00,22807.0,22773.0,22635.0,22947.0,1,140.0,2026-04-02 14:45:00,22775.0,22635.0,2026-04-02 15:00:00,2026-04-02 15:00:00,-34.0,-54.0,EOD,0
2026-04-06,15m,SHORT,2026-04-06 11:15:00,2026-04-06 12:00:00,22635.0,22762.0,22762.0,22518.0,3,117.0,2026-04-06 10:15:00,22762.0,22645.0,2026-04-06 10:30:00,2026-04-06 11:00:00,-127.0,-147.0,STOP,0
2026-04-07,15m,LONG,2026-04-07 12:00:00,2026-04-07 15:15:00,23025.2,23163.2,22885.0,23163.2,3,138.0,2026-04-07 11:00:00,23023.0,22885.0,2026-04-07 11:15:00,2026-04-07 11:45:00,138.0,118.0,TARGET,1
2026-04-10,15m,LONG,2026-04-10 10:00:00,2026-04-10 15:15:00,24036.0,24105.6,23942.4,24105.6,1,69.6,2026-04-10 09:30:00,24012.0,23942.4,2026-04-10 09:45:00,2026-04-10 09:45:00,69.6,49.6,TARGET,1
2026-04-13,15m,SHORT,2026-04-13 15:30:00,2026-04-13 15:30:00,23850.0,23850.0,23935.0,23765.1,5,84.9,2026-04-13 14:00:00,23935.0,23850.1,2026-04-13 14:15:00,2026-04-13 15:15:00,-0.0,-20.0,EOD,0
2026-04-16,15m,SHORT,2026-04-16 11:45:00,2026-04-16 12:00:00,24248.5,24179.7,24334.8,24179.7,6,68.8,2026-04-16 10:00:00,24334.8,24266.0,2026-04-16 10:15:00,2026-04-16 11:30:00,68.8,48.8,TARGET,1
2026-04-22,15m,LONG,2026-04-22 14:00:00,2026-04-22 15:15:00,24444.8,24364.0,24364.0,24500.8,1,56.0,2026-04-22 13:30:00,24420.0,24364.0,2026-04-22 13:45:00,2026-04-22 13:45:00,-80.8,-100.8,STOP,0
2026-04-23,15m,SHORT,2026-04-23 14:30:00,2026-04-23 15:30:00,24169.0,24166.0,24280.0,24074.0,3,95.0,2026-04-23 13:30:00,24280.0,24185.0,2026-04-23 13:45:00,2026-04-23 14:15:00,3.0,-17.0,EOD,0
2026-04-24,15m,SHORT,2026-04-24 13:15:00,2026-04-24 15:30:00,23875.6,23935.0,23962.6,23814.0,2,61.6,2026-04-24 12:30:00,23962.6,23901.0,2026-04-24 12:45:00,2026-04-24 13:00:00,-59.4,-79.4,EOD,0
2026-04-27,15m,LONG,2026-04-27 10:00:00,2026-04-27 11:45:00,24115.0,24015.0,24015.0,24192.8,1,77.8,2026-04-27 09:30:00,24092.8,24015.0,2026-04-27 09:45:00,2026-04-27 09:45:00,-100.0,-120.0,STOP,0
2026-04-30,15m,SHORT,2026-04-30 10:00:00,2026-04-30 13:45:00,23910.0,24060.0,24060.0,23780.0,1,130.0,2026-04-30 09:30:00,24060.0,23930.0,2026-04-30 09:45:00,2026-04-30 09:45:00,-150.0,-170.0,STOP,0
2026-05-04,15m,LONG,2026-05-04 09:45:00,2026-05-04 12:15:00,24365.1,24221.0,24221.0,24489.1,1,124.0,2026-05-04 09:15:00,24345.0,24221.0,2026-05-04 09:30:00,2026-05-04 09:30:00,-144.1,-164.1,STOP,0
2026-05-04,15m,SHORT,2026-05-04 12:15:00,2026-05-04 13:30:00,24198.0,24124.0,24337.7,24124.0,4,74.0,2026-05-04 11:00:00,24337.7,24263.7,2026-05-04 11:15:00,2026-05-04 12:00:00,74.0,54.0,TARGET,1
2026-05-06,15m,SHORT,2026-05-06 12:30:00,2026-05-06 13:45:00,24111.1,24199.1,24199.1,24050.0,2,61.1,2026-05-06 11:45:00,24199.1,24138.0,2026-05-06 12:00:00,2026-05-06 12:15:00,-88.0,-108.0,STOP,0
2026-05-07,15m,LONG,2026-05-07 12:15:00,2026-05-07 12:45:00,24425.0,24499.1,24319.3,24499.1,1,74.1,2026-05-07 11:45:00,24393.4,24319.3,2026-05-07 12:00:00,2026-05-07 12:00:00,74.1,54.1,TARGET,1
2026-05-08,15m,LONG,2026-05-08 10:30:00,2026-05-08 14:00:00,24287.0,24181.9,24181.9,24379.0,2,92.0,2026-05-08 09:45:00,24273.9,24181.9,2026-05-08 10:00:00,2026-05-08 10:15:00,-105.1,-125.1,STOP,0
2026-05-08,15m,SHORT,2026-05-08 14:00:00,2026-05-08 14:45:00,24180.0,24255.0,24255.0,24116.0,1,64.0,2026-05-08 13:30:00,24255.0,24191.0,2026-05-08 13:45:00,2026-05-08 13:45:00,-75.0,-95.0,STOP,0
2026-05-13,15m,LONG,2026-05-13 11:45:00,2026-05-13 15:30:00,23546.4,23464.9,23410.0,23654.9,2,108.5,2026-05-13 11:00:00,23518.5,23410.0,2026-05-13 11:15:00,2026-05-13 11:30:00,-81.5,-101.5,EOD,0
2026-05-18,15m,LONG,2026-05-18 12:30:00,2026-05-18 13:00:00,23566.0,23650.0,23458.0,23650.0,1,84.0,2026-05-18 12:00:00,23542.0,23458.0,2026-05-18 12:15:00,2026-05-18 12:15:00,84.0,64.0,TARGET,1
